Sample_ID,Match,Species,Latitude,Longitude,elevation,Sample_location,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Bed,Row,Column,Notes
PP16TSR3,PP16TSR3,Salix richardsonii,61.19776603,-138.307539,1864.248047,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,29,49,30,8,NA,NA,NA,NA,NA,NA,Unknown,26.4,12.6,NA,NA,NA,NA,0,0,0,0,13,3,6,
PP16TSR4,PP16TSR4,Salix richardsonii,61.19775999,-138.307396,1866.376709,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,14,56,35,21,NA,NA,NA,NA,NA,NA,Unknown,29.5,9.4,NA,NA,NA,NA,0,0,0,0,13,2,6,
PP16TSR5,PP16TSR5,Salix richardsonii,61.19777299,-138.30728,1867.534424,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,42,89,32,11,NA,NA,NA,NA,NA,NA,Unknown,30.9,10,NA,NA,NA,NA,0,0,0,0,13,1,6,
PP16TSR6,PP16TSr6,Salix richardsonii,61.19671804,-138.308161,1825.905396,Printers Pass,2001-07-16,NA,2002-07-16,2016,55,86,50,24,NA,NA,NA,NA,NA,NA,Unknown,33.2,17.2,NA,NA,NA,NA,0,0,0,0,4,5,1,
PP16TSR7,PP16TSr7,Salix richardsonii,61.19675601,-138.307873,1830.275879,Printers Pass,2001-07-16,NA,2002-07-16,2016,31,79,66,18,NA,NA,NA,NA,NA,NA,Unknown,30.5,13.7,NA,NA,NA,NA,0,0,0,0,4,4,1,
PP16TSR8,PP16TSr8,Salix richardsonii,61.19697603,-138.307948,1837.572632,Printers Pass,2001-07-16,NA,2002-07-16,2016,35,94,89,17,NA,NA,NA,NA,NA,NA,Unknown,32.2,11.6,NA,NA,NA,NA,0,0,0,0,4,3,1,
PP16TSR9,PP16TSr9,Salix richardsonii,61.19696598,-138.308152,1833.313599,Printers Pass,2001-07-16,NA,2002-07-16,2016,41,80,56,18,NA,NA,NA,NA,NA,NA,Unknown,27.9,12.4,NA,NA,NA,NA,0,0,0,0,4,2,1,
PP16TSR10,PP16TSr10,Salix richardsonii,61.19711802,-138.308324,1833.88147,Printers Pass,2001-07-16,NA,2002-07-16,2016,36,65,32,19,NA,NA,NA,NA,NA,NA,Unknown,33.7,12.4,NA,NA,NA,NA,0,0,0,0,4,1,1,
PP16TSP1,PP16TSP1,Salix pulchra,61.19760401,-138.307252,1873.640625,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,48,162,151,17,NA,NA,NA,NA,NA,NA,Unknown,32.1,9.7,NA,NA,NA,NA,0,0,0,0,8,6,1,
PP16TSP2,PP16TSP2,Salix pulchra,61.19769797,-138.307502,1862.34082,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,44,84,108,13,NA,NA,NA,NA,NA,NA,Unknown,30.3,8.9,NA,NA,NA,NA,0,0,0,0,8,5,1,
PP16TSP3,PP16TSP3,Salix pulchra,61.19776603,-138.307539,1864.248047,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,27,168,89,12,NA,NA,NA,NA,NA,NA,Unknown,28.1,8.8,NA,NA,NA,NA,0,0,0,0,8,4,1,
PP16TSP4,PP16TSP4,Salix pulchra,61.19775999,-138.307396,1866.376709,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,23,77,43,10,NA,NA,NA,NA,NA,NA,Unknown,32,10.1,NA,NA,NA,NA,0,0,0,0,8,3,1,
PP16TSP5,PP16TSP5,Salix pulchra,61.19777299,-138.30728,1867.534424,Printers Pass,2001-07-16,2002-07-16,2008-08-16,2016,22,91,20,6,NA,NA,NA,NA,NA,NA,Unknown,22.7,6.7,NA,NA,NA,NA,0,0,0,0,8,2,1,
PP16TSP6,PP16TSp6,Salix pulchra,61.19675601,-138.307873,1830.275879,Printers Pass,2001-07-16,NA,2002-07-16,2016,45,131,59,10,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,3,5,1,
PP16TSP7,PP16TSp7,Salix pulchra,61.19697603,-138.307948,1837.572632,Printers Pass,2001-07-16,NA,2002-07-16,2016,39,152,102,25,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,1,1,,0,3,4,1,
PP16TSP8,PP16TSp8,Salix pulchra,61.19696598,-138.308152,1833.313599,Printers Pass,2001-07-16,NA,2002-07-16,2016,58,141,103,29,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,1,
PP16TSP9,PP16TSp9,Salix pulchra,61.19709204,-138.308508,1833.285156,Printers Pass,2001-07-16,NA,2002-07-16,2016,33,226,141,22,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,3,2,1,
PP16TSP10,PP16TSp10,Salix pulchra,61.19711802,-138.308324,1833.88147,Printers Pass,2001-07-16,NA,2002-07-16,2016,64,104,62,18,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,3,1,1,
PP16MSA1,PP16MSa1,Salix arctica,61.189089,-138.344451,1421.564819,Printers Pass,2001-07-16,NA,2002-07-16,2016,11,NA,NA,5,NA,NA,NA,NA,NA,NA,Male,18.2,4.6,NA,NA,NA,NA,1,1,1,,10,5,2,
PP16MSA2,PP16MSa2,Salix arctica,61.18911297,-138.344483,1418.681641,Printers Pass,2001-07-16,NA,2002-07-16,2016,7,NA,NA,6,NA,NA,NA,NA,NA,NA,Unknown,8.8,6.8,NA,NA,NA,NA,0,0,0,0,10,4,2,
PP16MSA3,PP16MSa3,Salix arctica,61.18911297,-138.344311,1418.092163,Printers Pass,2001-07-16,NA,2002-07-16,2016,7,NA,NA,8,NA,NA,NA,NA,NA,NA,Female,5.3,7.9,NA,NA,NA,NA,0,0,0,0,10,3,2,
PP16MSA4,PP16MSa4,Salix arctica,61.18903996,-138.344288,1419.401001,Printers Pass,2001-07-16,NA,2002-07-16,2016,8,NA,NA,4,NA,NA,NA,NA,NA,NA,Unknown,20.6,5.1,NA,NA,NA,NA,0,0,0,0,10,2,2,
PP16MSA5,PP16MSa5,Salix arctica,61.18899898,-138.344383,1417.614868,Printers Pass,2001-07-16,NA,2002-07-16,2016,7,NA,NA,4,NA,NA,NA,NA,NA,NA,Female,13.4,7.3,NA,NA,NA,NA,1,1,1,,10,1,2,
KP16SR1,KP16SR1,Salix richardsonii,60.97061997,-138.418586,1579.642822,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,143,151,139,48.9,NA,NA,NA,NA,NA,NA,Female,33.4,6.7,NA,NA,NA,NA,0,0,0,0,5,6,2,
KP16SR2,KP16SR2,Salix richardsonii,60.97054403,-138.418655,1580.518799,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,131,181,230,49.9,NA,NA,NA,NA,NA,NA,Unknown,34.5,8.4,NA,NA,NA,NA,0,0,0,0,5,6,3,
KP16SR3,KP16SR3,Salix richardsonii,60.97031596,-138.418507,1586.75769,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,80,92,87,27.1,NA,NA,NA,NA,NA,NA,Unknown,36.7,13.6,NA,NA,NA,NA,0,0,0,0,5,6,4,
KP16SR4,KP16SR4,Salix richardsonii,60.97042903,-138.41858,1584.667725,Kluane Plateau,2005-07-16,2006-07-16,2009-08-16,2016,81,44,52,25.7,NA,NA,NA,NA,NA,NA,Unknown,40.6,12.1,NA,NA,NA,NA,0,0,0,0,5,6,5,
KP16SR5,KP16SR5,Salix richardsonii,60.97016701,-138.41846,1588.37439,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,157,329,323,57.3,NA,NA,NA,NA,NA,NA,Unknown,36.4,10.2,NA,NA,NA,NA,0,0,0,0,5,6,6,
KP16SR6,KP16SR6,Salix richardsonii,60.970007,-138.41895,1588.620239,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,70,78,92,14.1,NA,NA,NA,NA,NA,NA,Unknown,40.1,9.6,NA,NA,NA,NA,0,0,0,0,13,5,2,
KP16SR7,KP16SR7,Salix richardsonii,60.96982897,-138.419093,1590.819946,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,54,102,139,18.1,NA,NA,NA,NA,NA,NA,Unknown,29.9,10.8,NA,NA,NA,NA,0,0,0,0,13,4,2,
KP16SR8,KP16SR8,Salix richardsonii,60.96930301,-138.419858,1596.584351,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,58,131,81,29.4,NA,NA,NA,NA,NA,NA,Unknown,35.7,12.4,NA,NA,NA,NA,0,0,0,0,13,3,2,
KP16SR9,KP16SR9,Salix richardsonii,60.96937803,-138.420337,1594.884033,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,86,104,71,25.6,NA,NA,NA,NA,NA,NA,Unknown,33.8,7.5,NA,NA,NA,NA,0,0,0,0,13,2,2,
KP16SR10,KP16SR10,Salix richardsonii,60.96892398,-138.41961,1601.841187,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,88,68,72,24.6,NA,NA,NA,NA,NA,NA,Unknown,37.2,10.3,NA,NA,NA,NA,0,0,0,0,13,1,2,
KP16SR11,KP16SR11,Salix richardsonii,60.96879196,-138.41934,1604.168945,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,90,173,205,35.6,NA,NA,NA,NA,NA,NA,Male,26,12,NA,NA,NA,NA,0,0,0,0,16,5,4,
KP16SR12,KP16SR12,Salix richardsonii,60.968356,-138.41989,1608.93213,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,132,173,201,29.7,NA,NA,NA,NA,NA,NA,Unknown,35.7,8.1,NA,NA,NA,NA,0,0,0,0,16,4,4,
KP16SR13,KP16SR13,Salix richardsonii,60.96830296,-138.419795,1609.905762,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,106,323,199,35.4,NA,NA,NA,NA,NA,NA,Male,30.1,12.9,NA,NA,NA,NA,0,0,0,0,16,3,4,
KP16SR14,KP16SR14,Salix richardsonii,60.96786501,-138.420609,1612.893799,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,130,221,193,41.4,NA,NA,NA,NA,NA,NA,Unknown,40.3,10.3,NA,NA,NA,NA,0,0,0,0,16,2,4,
KP16SR15,KP16SR15,Salix richardsonii,60.96737802,-138.421833,1616.294067,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,64,100,83,26.2,NA,NA,NA,NA,NA,NA,Unknown,32.1,10,NA,NA,NA,NA,0,0,0,0,16,1,4,
KP16SR16,KP16SR16,Salix richardsonii,60.96685901,-138.42227,1621.052979,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,60,97,67,15.2,NA,NA,NA,NA,NA,NA,Unknown,31.7,9.2,NA,NA,NA,NA,0,0,0,0,16,5,7,
KP16SR17,KP16SR17,Salix richardsonii,60.96638602,-138.422208,1627.928467,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,42,62,47,128,NA,NA,NA,NA,NA,NA,Unknown,33.7,9.2,NA,NA,NA,NA,0,0,0,0,16,4,7,
KP16SR18,KP16SR18,Salix richardsonii,60.96585402,-138.421724,1638.7948,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,16,311,262,43.3,NA,NA,NA,NA,NA,NA,Female,39.2,9.7,NA,NA,NA,NA,0,0,0,0,16,3,7,
KP16SR19,KP16SR19,Salix richardsonii,60.965375,-138.42179,1643.936279,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,81,191,180,31.7,NA,NA,NA,NA,NA,NA,Male,31.7,10.3,NA,NA,NA,NA,1,0,0,0,16,2,7,
KP16SR20,KP16SR20,Salix richardsonii,60.96542403,-138.421941,1643.786011,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,112,326,295,50,NA,NA,NA,NA,NA,NA,Male,26.6,9.5,NA,NA,NA,NA,0,0,0,0,16,1,7,
KP16SR21,KP16Sr21,Salix richardsonii,60.96532001,-138.422055,1645.416138,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,91,321,307,36.8,NA,NA,NA,NA,NA,NA,Female,36.2,8.5,NA,NA,NA,NA,0,0,0,0,5,2,1,
KP16SR22,KP16Sr22,Salix richardsonii,60.96524399,-138.421858,1646.198853,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,94,152,149,31.4,NA,NA,NA,NA,NA,NA,Unknown,38.1,12.4,NA,NA,NA,NA,0,0,0,0,5,3,1,
KP16SR23,KP16Sr23,Salix richardsonii,60.96512304,-138.421905,1647.13562,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,104,241,248,36.6,NA,NA,NA,NA,NA,NA,Unknown,37.2,10.2,NA,NA,NA,NA,0,0,0,0,5,4,1,
KP16SR24,KP16Sr24,Salix richardsonii,60.96494501,-138.421317,1652.517578,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,98,300,278,48.4,NA,NA,NA,NA,NA,NA,Female,32.4,10.7,NA,NA,NA,NA,0,0,0,0,5,5,1,
KP16SR25,KP16Sr25,Salix richardsonii,60.96485297,-138.420902,1651.310669,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,43,107,101,8,NA,NA,NA,NA,NA,NA,Unknown,26.1,10.5,NA,NA,NA,NA,0,0,0,0,5,6,1,
KP16SR26,KP16Sr26,Salix richardsonii,60.96482699,-138.4207,1654.449219,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,87,124,130,40,NA,NA,NA,NA,NA,NA,Unknown,42.4,16,NA,NA,NA,NA,1,1,1,1,7,6,1,
KP16SR27,KP16Sr27,Salix richardsonii,60.96479497,-138.420355,1656.081299,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,102,168,125,20,NA,NA,NA,NA,NA,NA,Female,41.7,16.6,NA,NA,NA,NA,1,1,1,1,7,5,1,
KP16SR28,KP16Sr28,Salix richardsonii,60.964709,-138.4202,1659.23364,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,74,101,93,26,NA,NA,NA,NA,NA,NA,Unknown,36.9,15.9,NA,NA,NA,NA,0,0,0,0,7,4,1,
KP16SR29,KP16Sr29,Salix richardsonii,60.96458098,-138.419835,1666.082153,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,86,167,137,39,NA,NA,NA,NA,NA,NA,Unknown,32.9,14.1,NA,NA,NA,NA,0,0,0,0,7,3,1,
KP16SR30,KP16Sr30,Salix richardsonii,60.96450898,-138.419264,1672.236938,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,95,188,98,39,NA,NA,NA,NA,NA,NA,Female,36.5,15.7,NA,NA,NA,NA,0,0,0,0,7,2,1,
KP16SR31,KP16Sr31,Salix richardsonii,60.96457503,-138.418792,1673.515991,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,106,208,221,35,NA,NA,NA,NA,NA,NA,Female,37,18.4,NA,NA,NA,NA,0,0,0,0,4,1,3,
KP16SR32,KP16Sr32,Salix richardsonii,60.96472297,-138.417118,1671.434448,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,97,222,247,27,NA,NA,NA,NA,NA,NA,Female,44.8,21.4,NA,NA,NA,NA,0,0,0,0,4,1,4,
KP16SR33,KP16Sr33,Salix richardsonii,60.96491299,-138.416813,1668.587769,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,78,179,152,47,NA,NA,NA,NA,NA,NA,Female,43.4,20.7,NA,NA,NA,NA,0,0,0,0,4,1,5,
KP16SR34,KP16Sr34,Salix richardsonii,60.96509898,-138.41663,1666.223022,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,71,158,122,21,NA,NA,NA,NA,NA,NA,Unknown,33.9,15.6,NA,NA,NA,NA,0,0,0,0,4,1,6,
KP16SR35,KP16Sr35,Salix richardsonii,60.96561003,-138.416636,1659.552246,Kluane Plateau,2005-07-16,NA,2006-07-16,2016,72,170,160,45,NA,NA,NA,NA,NA,NA,Female,38,19.6,NA,NA,NA,NA,0,0,0,0,4,1,7,
KP16SR36,KP16Sr36,Salix richardsonii,60.96632098,-138.416439,1647.033325,Kluane Plateau,2005-07-16,NA,2007-07-16,2016,83,130,77,32,NA,NA,NA,NA,NA,NA,Unknown,37.1,17.4,NA,NA,NA,NA,1,1,1,1,13,5,1,
KP16SR37,KP16Sr37,Salix richardsonii,60.966971,-138.416424,1633.332397,Kluane Plateau,2005-07-16,NA,2007-07-16,2016,127,157,101,33,NA,NA,NA,NA,NA,NA,Unknown,49.3,15.1,NA,NA,NA,NA,1,1,1,1,13,4,1,
KP16SR38,KP16Sr38,Salix richardsonii,60.967101,-138.416133,1632.391113,Kluane Plateau,2005-07-16,NA,2007-07-16,2016,86,191,173,31,NA,NA,NA,NA,NA,NA,Unknown,29,17.5,NA,NA,NA,NA,0,0,0,0,13,3,1,
KP16SR39,KP16Sr39,Salix richardsonii,60.96724098,-138.415911,1628.834106,Kluane Plateau,2005-07-16,NA,2007-07-16,2016,86,175,119,30,NA,NA,NA,NA,NA,NA,Female,34.2,17.6,NA,NA,NA,NA,0,0,0,0,13,2,1,
KP16SR40,KP16Sr40,Salix richardsonii,60.96997901,-138.414673,1579.821045,Kluane Plateau,2005-07-16,NA,2007-07-16,2016,80,81,125,23,NA,NA,NA,NA,NA,NA,Unknown,33.8,9.6,NA,NA,NA,NA,0,0,0,0,13,1,1,
KP16SP1,KP16SP1,Salix pulchra,60.970007,-138.41895,1588.620239,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,181,366,405,45.5,NA,NA,NA,NA,NA,NA,Unknown,36.1,11.1,NA,NA,NA,NA,0,0,0,0,6,1,2,
KP16SP2,KP16SP2,Salix pulchra,60.96982897,-138.419093,1590.819946,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,83,170,115,27.6,NA,NA,NA,NA,NA,NA,Unknown,34.3,11,NA,NA,NA,NA,0,0,0,0,6,1,3,
KP16SP3,KP16SP3,Salix pulchra,60.96942597,-138.41968,1596.563721,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,39,99,54,21.1,NA,NA,NA,NA,NA,NA,Unknown,31.5,11.9,NA,NA,NA,NA,0,0,0,0,6,1,4,
KP16SP4,KP16SP4,Salix pulchra,60.96937803,-138.420337,1594.884033,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,83,97,30,16.6,NA,NA,NA,NA,NA,NA,Unknown,34.4,9.9,NA,NA,NA,NA,0,0,0,0,6,1,5,
KP16SP5,KP16SP5,Salix pulchra,60.96879196,-138.41934,1604.168945,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,133,224,192,30.4,NA,NA,NA,NA,NA,NA,Female,28,7.6,NA,NA,NA,NA,0,0,0,0,6,1,6,
KP16SP6,KP16SP6,Salix pulchra,60.96862198,-138.419376,1607.424194,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,37,99,82,16.9,NA,NA,NA,NA,NA,NA,Unknown,28.4,11.2,NA,NA,NA,NA,0,0,0,0,8,2,3,
KP16SP7,KP16SP7,Salix pulchra,60.968356,-138.41989,1608.93213,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,107,266,158,31.8,NA,NA,NA,NA,NA,NA,Male,33,8.5,NA,NA,NA,NA,0,0,0,0,8,2,4,
KP16SP8,KP16SP8,Salix pulchra,60.96830296,-138.419795,1609.905762,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,104,323,144,27,NA,NA,NA,NA,NA,NA,Unknown,44.3,9.1,NA,NA,NA,NA,0,0,0,0,8,2,5,
KP16SP9,KP16SP9,Salix pulchra,60.96737802,-138.421833,1616.294067,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,55,84,49,10.4,NA,NA,NA,NA,NA,NA,Unknown,30.9,8.3,NA,NA,NA,NA,0,0,0,0,8,2,6,
KP16SP10,KP16SP10,Salix pulchra,,,,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,129,166,178,46.1,NA,NA,NA,NA,NA,NA,Unknown,34.2,9.9,NA,NA,NA,NA,0,0,0,0,8,2,7,
KP16SP11,KP16SP11,Salix pulchra,60.96685901,-138.42227,1621.052979,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,209,577,727,92,NA,NA,NA,NA,NA,NA,Female,34.3,9.1,NA,NA,NA,NA,0,0,0,0,9,5,5,
KP16SP12,KP16SP12,Salix pulchra,60.96638602,-138.422208,1627.928467,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,147,214,206,48.8,NA,NA,NA,NA,NA,NA,Unknown,25.8,7.4,NA,NA,NA,NA,0,0,0,0,9,4,5,
KP16SP13,KP16SP13,Salix pulchra,60.96585402,-138.421724,1638.7948,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,131,356,367,36.1,NA,NA,NA,NA,NA,NA,Unknown,25,9.3,NA,NA,NA,NA,0,0,0,0,9,3,5,
KP16SP14,KP16SP14,Salix pulchra,60.96568203,-138.421678,1641.177002,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,73,218,238,28.1,NA,NA,NA,NA,NA,NA,Unknown,40.1,9.3,NA,NA,NA,NA,0,0,0,0,9,2,5,
KP16SP15,KP16SP15,Salix pulchra,60.965375,-138.42179,1643.936279,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,152,390,303,41.8,NA,NA,NA,NA,NA,NA,Unknown,43.3,10.1,NA,NA,NA,NA,0,0,0,0,9,1,5,
KP16SP16,KP16SP16,Salix pulchra,60.96542403,-138.421941,1643.786011,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,113,269,166,25.1,NA,NA,NA,NA,NA,NA,Female,35.9,10.5,NA,NA,NA,NA,0,0,0,0,14,5,5,
KP16SP17,KP16SP17,Salix pulchra,60.96532001,-138.422055,1645.416138,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,173,257,330,43.7,NA,NA,NA,NA,NA,NA,Female,36,8.3,NA,NA,NA,NA,0,0,0,0,14,4,5,
KP16SP18,KP16SP18,Salix pulchra,60.96524399,-138.421858,1646.198853,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,82,195,173,18.3,NA,NA,NA,NA,NA,NA,Unknown,32.5,8.9,NA,NA,NA,NA,0,0,0,0,14,3,5,
KP16SP19,KP16SP19,Salix pulchra,60.96512304,-138.421905,1647.13562,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,126,232,199,33.5,NA,NA,NA,NA,NA,NA,Unknown,33.2,11.1,NA,NA,NA,NA,0,0,0,0,14,2,5,
KP16SP20,KP16SP20,Salix pulchra,60.96540802,-138.417274,1669.635132,Kluane Plateau,2005-07-16,2006-07-16,2008-08-16,2016,92,245,174,21.1,NA,NA,NA,NA,NA,NA,Unknown,35.7,10.7,NA,NA,NA,NA,0,0,0,0,14,1,5,
KP16SP21,KP16Sp21,Salix pulchra,60.96547499,-138.417057,1661.585815,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,80,172,188,27.6,NA,NA,NA,NA,NA,NA,Unknown,40.3,7.7,NA,NA,NA,NA,0,0,0,0,9,5,1,
KP16SP22,KP16Sp22,Salix pulchra,60.96547499,-138.417057,1661.585815,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,85,178,168,24,NA,NA,NA,NA,NA,NA,Unknown,35.2,9.2,NA,NA,NA,NA,0,0,0,0,9,4,1,
KP16SP23,KP16Sp23,Salix pulchra,60.96547499,-138.417057,1661.585815,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,98,261,274,40.4,NA,NA,NA,NA,NA,NA,Female,34.4,10.5,NA,NA,NA,NA,0,0,0,0,9,3,1,
KP16SP24,KP16Sp24,Salix pulchra,60.96547499,-138.417057,1661.585815,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,111,352,354,46.9,NA,NA,NA,NA,NA,NA,Female,28.8,11.1,NA,NA,NA,NA,1,1,1,1,9,2,1,
KP16SP25,KP16Sp25,Salix pulchra,60.96547499,-138.417057,1661.585815,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,98,328,292,78.2,NA,NA,NA,NA,NA,NA,Female,32.1,11.3,NA,NA,NA,NA,0,0,0,0,9,1,1,
KP16SP26,KP16Sp26,Salix pulchra,60.96558102,-138.416313,1658.820312,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,38,94,38,12.9,NA,NA,NA,NA,NA,NA,Unknown,31.2,8.9,NA,NA,NA,NA,0,0,0,0,1,5,2,
KP16SP27,KP16Sp27,Salix pulchra,60.96558102,-138.416313,1658.820312,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,71,166,155,31.9,NA,NA,NA,NA,NA,NA,Unknown,22.1,6.3,NA,NA,NA,NA,0,0,0,0,1,5,3,
KP16SP28,KP16Sp28,Salix pulchra,60.96701198,-138.414919,1629.261963,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,72,370,306,30.2,NA,NA,NA,NA,NA,NA,Unknown,26.6,9.4,NA,NA,NA,NA,0,0,0,0,1,5,4,
KP16SP29,KP16Sp29,Salix pulchra,60.96905499,-138.413362,1593.000244,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,90,189,79,24.6,NA,NA,NA,NA,NA,NA,Unknown,29.5,14.7,NA,NA,NA,NA,0,0,0,0,1,5,5,
KP16SP30,KP16Sp30,Salix pulchra,60.96978304,-138.414766,1583.537231,Kluane Plateau,2005-07-16,NA,2009-07-16,2016,85,84,97,27.4,NA,NA,NA,NA,NA,NA,Unknown,37.4,9.7,NA,NA,NA,NA,0,0,0,0,1,5,6,
KP16SP31,KP16Sp31,Salix pulchra,60.95655397,-138.41499,1829.312012,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,66,300,246,19,NA,NA,NA,NA,NA,NA,Male,32.4,12.6,NA,NA,NA,NA,0,0,0,0,8,4,3,
KP16SP32,KP16Sp32,Salix pulchra,60.95986297,-138.415555,1756.256226,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,55,121,146,34,NA,NA,NA,NA,NA,NA,Female,33.6,24.1,NA,NA,NA,NA,0,0,0,0,8,4,4,
KP16SP33,KP16Sp33,Salix pulchra,60.960385,-138.414782,1749.291626,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,91,158,85,25,NA,NA,NA,NA,NA,NA,Unknown,45.4,16.6,NA,NA,NA,NA,1,1,1,1,8,4,5,
KP16SP34,KP16Sp34,Salix pulchra,60.96136199,-138.414661,1730.179565,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,75,125,94,15,NA,NA,NA,NA,NA,NA,Unknown,42.6,13.9,NA,NA,NA,NA,1,1,1,1,8,4,6,
KP16SP35,KP16Sp35,Salix pulchra,60.96159903,-138.414061,1724.391968,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,60,170,182,31,NA,NA,NA,NA,NA,NA,Female,36.2,14,NA,NA,NA,NA,0,0,0,0,8,4,7,
KP16SP36,KP16Sp36,Salix pulchra,60.96133702,-138.413858,1728.74353,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,45,95,68,11,NA,NA,NA,NA,NA,NA,Unknown,35,9.1,NA,NA,NA,NA,0,0,0,0,14,5,7,
KP16SP37,KP16Sp37,Salix pulchra,60.960687,-138.415034,1744.06665,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,51,111,102,2.6,NA,NA,NA,NA,NA,NA,Unknown,30,13.7,NA,NA,NA,NA,0,0,0,0,14,4,7,
