"Plot Title: Common_Garden_Hobo_21419292"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21419292, SEN S/N: 21274749, LBL: Soil 10cm)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414490, LBL: Soil 2cm)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21414494, LBL: Air 1m)","Temp, °C (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)","RH, % (LGR S/N: 21419292, SEN S/N: 21420853, LBL: Air 1m)"
13719,06/02/23 07:00:01 AM,6.636,3.749,3.906,4.196,63.499
13720,06/02/23 07:30:01 AM,6.458,3.985,4.844,6.727,57.797
13721,06/02/23 08:00:01 AM,6.331,4.089,5.668,6.641,53.910
13722,06/02/23 08:30:01 AM,6.230,4.272,5.949,6.384,57.417
13723,06/02/23 09:00:01 AM,6.153,4.818,7.444,8.957,51.405
13724,06/02/23 09:30:01 AM,6.077,6.458,10.051,12.175,41.715
13725,06/02/23 10:00:01 AM,6.051,6.965,9.903,11.789,40.212
13726,06/02/23 10:30:01 AM,6.102,7.970,12.364,14.705,35.731
13727,06/02/23 11:00:01 AM,6.230,9.731,11.880,-888.880,-888.880
13728,06/02/23 11:30:01 AM,6.433,12.074,13.906,17.193,34.154
13729,06/02/23 12:00:01 PM,6.687,12.678,13.522,16.078,32.699
13730,06/02/23 12:30:01 PM,7.041,11.832,12.437,13.569,39.049
13731,06/02/23 01:00:01 PM,7.393,11.904,13.930,15.327,33.532
13732,06/02/23 01:30:01 PM,7.670,12.171,12.316,13.890,37.653
13733,06/02/23 02:00:01 PM,7.945,13.329,16.296,18.459,32.306
13734,06/02/23 02:30:01 PM,8.195,15.557,19.436,21.226,26.606
13735,06/02/23 03:00:01 PM,8.543,17.701,18.723,21.848,22.605
13736,06/02/23 03:30:01 PM,8.941,17.843,18.176,19.317,26.601
13737,06/02/23 04:00:01 PM,9.435,17.510,17.391,19.167,25.898
13738,06/02/23 04:30:01 PM,9.903,17.819,18.461,19.059,27.022
13739,06/02/23 05:00:01 PM,10.296,18.033,18.937,19.724,26.685
13740,06/02/23 05:30:01 PM,10.663,18.081,17.915,19.746,25.229
13741,06/02/23 06:00:01 PM,10.980,17.439,17.938,18.223,26.790
13742,06/02/23 06:30:01 PM,11.248,16.915,17.962,19.145,23.461
13743,06/02/23 07:00:01 PM,11.419,16.225,17.153,17.880,24.657
13744,06/02/23 07:30:01 PM,11.540,15.843,17.677,18.244,25.568
13745,06/02/23 08:00:01 PM,11.589,15.175,17.177,18.008,23.836
13746,06/02/23 08:30:01 PM,11.613,14.146,16.987,17.301,25.284
13747,06/02/23 09:00:01 PM,11.589,13.257,14.960,15.134,30.309
13748,06/02/23 09:30:01 PM,11.492,12.364,12.074,12.346,36.522
13749,06/02/23 10:00:01 PM,11.370,11.467,13.618,13.011,38.051
13750,06/02/23 10:30:01 PM,11.200,10.467,8.369,8.378,50.800
13751,06/02/23 11:00:01 PM,11.005,9.558,7.645,7.542,53.526
13752,06/02/23 11:30:01 PM,10.785,8.817,6.788,6.941,54.014
13753,06/03/23 12:00:01 AM,10.516,8.319,6.990,7.070,54.377
13754,06/03/23 12:30:01 AM,10.271,7.795,5.308,5.397,58.589
13755,06/03/23 01:00:01 AM,10.026,7.142,3.168,3.467,67.304
13756,06/03/23 01:30:01 AM,9.756,6.585,2.503,2.695,67.390
13757,06/03/23 02:00:01 AM,9.485,6.077,1.071,1.279,70.613
13758,06/03/23 02:30:01 AM,9.213,5.668,0.989,1.150,71.470
13759,06/03/23 03:00:01 AM,8.941,5.257,0.687,0.872,71.621
13760,06/03/23 03:30:01 AM,8.693,4.844,-0.423,-0.308,77.234
13761,06/03/23 04:00:01 AM,8.419,4.610,0.687,0.850,73.681
13762,06/03/23 04:30:01 AM,8.170,4.350,0.852,1.108,71.621
13763,06/03/23 05:00:01 AM,7.920,4.063,-0.591,-0.394,76.822
13764,06/03/23 05:30:01 AM,7.695,3.801,-0.873,-0.716,78.698
13765,06/03/23 06:00:01 AM,7.444,3.643,-0.088,0.078,78.195
13766,06/03/23 06:30:01 AM,7.242,3.670,1.289,1.515,74.217
13767,06/03/23 07:00:01 AM,7.041,3.749,3.009,3.295,72.207
13768,06/03/23 07:30:01 AM,6.839,4.115,7.066,9.901,56.172
13769,06/03/23 08:00:01 AM,6.687,4.324,7.268,7.713,56.725
13770,06/03/23 08:30:01 AM,6.560,4.532,7.594,7.864,55.845
13771,06/03/23 09:00:01 AM,6.458,5.257,9.213,10.888,47.968
13772,06/03/23 09:30:01 AM,6.382,7.066,10.761,13.054,42.690
13773,06/03/23 10:00:01 AM,6.382,7.945,12.389,14.984,38.676
13774,06/03/23 10:30:01 AM,6.458,8.941,13.570,16.271,37.543
13775,06/03/23 11:00:01 AM,6.737,10.834,14.002,16.486,36.054
13776,06/03/23 11:30:01 AM,6.839,12.389,15.509,18.266,34.553
13777,06/03/23 12:00:01 PM,7.142,13.882,15.605,18.673,33.788
13778,06/03/23 12:30:01 PM,7.519,15.223,15.819,19.145,34.104
13779,06/03/23 01:00:01 PM,7.945,16.534,17.891,21.226,30.314
13780,06/03/23 01:30:01 PM,8.444,17.701,17.867,21.590,27.297
13781,06/03/23 02:00:01 PM,8.965,18.652,18.295,21.140,32.842
13782,06/03/23 02:30:01 PM,9.485,19.555,17.605,20.647,33.611
13783,06/03/23 03:00:01 PM,10.026,20.174,19.603,21.891,32.241
13784,06/03/23 03:30:01 PM,10.565,20.460,19.603,21.933,28.054
13785,06/03/23 04:00:01 PM,11.053,20.627,18.985,21.462,28.658
13786,06/03/23 04:30:01 PM,11.540,20.698,19.912,22.126,28.676
13787,06/03/23 05:00:01 PM,11.977,20.531,19.318,21.526,29.587
13788,06/03/23 05:30:01 PM,12.340,20.388,20.317,22.234,26.217
13789,06/03/23 06:00:01 PM,12.654,20.436,19.627,21.483,27.266
13790,06/03/23 06:30:01 PM,12.896,19.770,17.724,19.746,31.217
13791,06/03/23 07:00:01 PM,13.112,19.080,18.343,19.531,32.160
13792,06/03/23 07:30:01 PM,13.233,18.176,16.534,17.537,36.614
13793,06/03/23 08:00:01 PM,13.305,17.130,17.011,17.751,33.536
13794,06/03/23 08:30:01 PM,13.281,16.058,17.653,17.708,29.368
13795,06/03/23 09:00:01 PM,13.209,15.127,14.601,15.177,40.803
13796,06/03/23 09:30:01 PM,13.088,13.882,13.377,13.740,42.470
13797,06/03/23 10:00:01 PM,12.920,12.799,12.122,12.325,41.979
13798,06/03/23 10:30:01 PM,12.678,12.025,12.122,12.153,42.277
13799,06/03/23 11:00:01 PM,12.437,11.419,11.200,11.252,43.709
13800,06/03/23 11:30:01 PM,12.171,10.858,9.829,9.944,46.522
13801,06/04/23 12:00:01 AM,11.904,10.198,8.095,8.228,51.420
13802,06/04/23 12:30:01 AM,11.637,9.336,5.308,5.612,61.270
13803,06/04/23 01:00:01 AM,11.346,8.643,4.844,5.011,63.629
13804,06/04/23 01:30:01 AM,11.078,8.145,5.334,5.440,62.095
13805,06/04/23 02:00:01 AM,10.785,7.720,4.115,4.303,64.318
13806,06/04/23 02:30:01 AM,10.516,7.343,3.985,4.153,66.870
13807,06/04/23 03:00:01 AM,10.222,6.813,1.480,1.644,71.731
13808,06/04/23 03:30:01 AM,9.977,6.230,-0.704,-0.565,79.680
13809,06/04/23 04:00:01 AM,9.682,5.796,-0.004,-0.115,80.705
13810,06/04/23 04:30:01 AM,9.435,5.514,0.660,0.786,77.739
13811,06/04/23 05:00:01 AM,9.163,5.205,0.024,0.228,80.398
13812,06/04/23 05:30:01 AM,8.891,4.947,-0.143,0.099,81.103
13813,06/04/23 06:00:01 AM,8.643,4.844,0.742,1.065,76.387
13814,06/04/23 06:30:01 AM,8.394,4.869,2.182,2.309,75.702
13815,06/04/23 07:00:01 AM,8.195,5.360,4.428,4.561,70.503
13816,06/04/23 07:30:01 AM,7.995,6.153,5.975,6.105,65.284
13817,06/04/23 08:00:01 AM,7.870,6.661,6.990,7.091,66.004
13818,06/04/23 08:30:01 AM,7.795,7.217,8.494,8.528,59.896
13819,06/04/23 09:00:01 AM,7.745,7.845,9.336,10.823,57.365
13820,06/04/23 09:30:01 AM,7.745,8.866,10.932,13.054,49.447
13821,06/04/23 10:00:01 AM,7.770,9.608,13.594,15.971,40.040
13822,06/04/23 10:30:01 AM,7.845,10.492,14.625,-888.880,-888.880
13823,06/04/23 11:00:01 AM,7.995,12.534,15.533,18.330,34.768
13824,06/04/23 11:30:01 AM,8.195,14.098,14.888,18.094,40.285
13825,06/04/23 12:00:01 PM,8.519,15.438,16.463,19.553,33.831
13826,06/04/23 12:30:01 PM,8.891,16.606,17.011,19.832,33.162
13827,06/04/23 01:00:01 PM,9.312,17.891,18.057,21.676,26.113
13828,06/04/23 01:30:01 PM,9.780,19.032,18.461,21.998,25.466
13829,06/04/23 02:00:01 PM,10.271,20.079,17.915,21.269,27.326
13830,06/04/23 02:30:01 PM,10.810,20.913,18.985,22.234,26.621
13831,06/04/23 03:00:01 PM,11.321,21.485,19.436,22.362,25.063
13832,06/04/23 03:30:01 PM,11.832,21.795,18.652,21.719,27.333
13833,06/04/23 04:00:01 PM,12.316,22.202,19.912,23.263,25.280
13834,06/04/23 04:30:01 PM,12.775,22.274,19.508,22.641,26.734
13835,06/04/23 05:00:01 PM,13.209,22.011,20.031,22.877,26.868
13836,06/04/23 05:30:01 PM,13.570,21.939,20.222,22.706,26.552
13837,06/04/23 06:00:01 PM,13.906,21.581,20.269,22.341,28.113
13838,06/04/23 06:30:01 PM,14.146,21.008,17.724,19.467,37.145
13839,06/04/23 07:00:01 PM,14.337,19.960,16.868,17.108,43.920
13840,06/04/23 07:30:01 PM,14.433,18.652,21.748,20.840,36.109
13841,06/04/23 08:00:01 PM,14.457,18.319,22.705,22.555,32.201
13842,06/04/23 08:30:01 PM,14.409,17.439,19.246,18.888,34.380
13843,06/04/23 09:00:01 PM,14.337,16.463,20.841,19.295,33.758
13844,06/04/23 09:30:01 PM,14.218,15.461,16.892,17.601,33.724
13845,06/04/23 10:00:01 PM,14.050,14.481,16.320,15.113,38.972
13846,06/04/23 10:30:01 PM,13.858,13.642,12.896,12.411,46.398
13847,06/04/23 11:00:01 PM,13.642,12.703,10.222,10.287,54.336
13848,06/04/23 11:30:01 PM,13.377,12.122,8.965,9.129,56.721
13849,06/05/23 12:00:01 AM,13.137,11.175,7.444,7.671,60.900
13850,06/05/23 12:30:01 AM,12.847,10.394,6.687,6.920,65.515
13851,06/05/23 01:00:01 AM,12.558,9.952,5.770,6.083,69.465
13852,06/05/23 01:30:01 AM,12.268,9.410,4.636,4.861,71.551
13853,06/05/23 02:00:01 AM,11.977,8.841,3.906,4.110,71.960
13854,06/05/23 02:30:01 AM,11.686,8.344,2.637,2.823,74.972
13855,06/05/23 03:00:01 AM,11.394,7.845,1.913,2.116,79.463
13856,06/05/23 03:30:01 AM,11.102,7.469,1.724,1.923,78.611
13857,06/05/23 04:00:01 AM,10.810,7.116,1.588,1.837,81.202
13858,06/05/23 04:30:01 AM,10.541,6.737,1.235,1.451,81.547
13859,06/05/23 05:00:01 AM,10.271,6.458,0.687,0.893,83.877
13860,06/05/23 05:30:01 AM,10.026,6.255,1.480,1.622,82.792
13861,06/05/23 06:00:01 AM,9.756,6.281,3.459,3.660,79.638
13862,06/05/23 06:30:01 AM,9.534,6.484,7.619,7.971,62.020
13863,06/05/23 07:00:01 AM,9.336,6.611,8.344,8.571,59.802
13864,06/05/23 07:30:01 AM,9.139,6.914,10.051,-888.880,-888.880
13865,06/05/23 08:00:01 AM,9.015,7.142,10.565,11.338,51.345
13866,06/05/23 08:30:01 AM,8.891,7.368,10.418,10.738,52.618
13867,06/05/23 09:00:01 AM,8.792,7.920,13.257,14.748,42.512
13868,06/05/23 09:30:01 AM,8.717,9.558,13.666,15.585,39.397
13869,06/05/23 10:00:01 AM,8.717,10.736,15.819,18.266,35.161
13870,06/05/23 10:30:01 AM,8.792,12.001,17.034,20.153,30.430
13871,06/05/23 11:00:01 AM,8.941,13.834,21.604,24.014,25.983
13872,06/05/23 11:30:01 AM,9.188,15.270,20.269,23.220,26.523
13873,06/05/23 12:00:01 PM,9.534,16.177,17.701,21.140,28.194
13874,06/05/23 12:30:01 PM,9.928,17.748,24.460,26.759,29.668
13875,06/05/23 01:00:01 PM,10.345,19.460,24.992,27.789,26.332
13876,06/05/23 01:30:01 PM,10.834,20.722,24.146,27.145,26.532
13877,06/05/23 02:00:01 PM,11.370,21.867,24.122,27.167,26.180
13878,06/05/23 02:30:01 PM,11.929,22.513,22.753,25.730,26.571
13879,06/05/23 03:00:01 PM,12.485,23.160,25.598,28.432,25.303
13880,06/05/23 03:30:01 PM,13.016,23.617,26.573,29.076,23.012
13881,06/05/23 04:00:01 PM,13.546,23.954,26.818,29.054,22.687
13882,06/05/23 04:30:01 PM,14.050,24.074,26.280,28.732,24.523
13883,06/05/23 05:00:01 PM,14.505,24.002,26.940,28.968,24.005
13884,06/05/23 05:30:01 PM,14.888,22.944,21.390,22.748,34.293
13885,06/05/23 06:00:01 PM,15.199,22.393,21.557,23.199,28.392
13886,06/05/23 06:30:01 PM,15.414,21.724,21.700,22.984,24.579
13887,06/05/23 07:00:01 PM,15.533,20.531,19.365,20.067,28.611
13888,06/05/23 07:30:01 PM,15.581,18.889,19.484,19.231,31.455
13889,06/05/23 08:00:01 PM,15.533,18.652,20.055,20.647,28.113
13890,06/05/23 08:30:01 PM,15.414,17.582,18.319,18.609,31.110
13891,06/05/23 09:00:01 PM,15.270,16.796,17.629,17.622,37.754
13892,06/05/23 09:30:01 PM,15.103,15.676,14.026,14.405,42.135
13893,06/05/23 10:00:01 PM,14.888,14.361,14.050,13.933,42.951
13894,06/05/23 10:30:01 PM,14.625,13.546,13.257,13.333,43.883
13895,06/05/23 11:00:01 PM,14.337,12.871,13.714,13.697,40.681
13896,06/05/23 11:30:01 PM,14.026,12.195,11.492,11.638,48.589
13897,06/06/23 12:00:01 AM,13.714,11.589,9.534,9.665,53.217
13898,06/06/23 12:30:01 AM,13.401,10.932,8.568,8.400,54.815
13899,06/06/23 01:00:01 AM,13.112,10.516,9.139,8.807,54.368
13900,06/06/23 01:30:01 AM,12.799,10.222,7.544,7.671,57.667
13901,06/06/23 02:00:01 AM,12.534,9.706,5.411,5.654,64.915
13902,06/06/23 02:30:01 AM,12.268,9.114,4.636,4.947,67.419
13903,06/06/23 03:00:01 AM,12.001,8.668,4.037,4.282,69.368
13904,06/06/23 03:30:01 AM,11.734,8.170,2.983,2.952,75.402
13905,06/06/23 04:00:01 AM,11.443,7.945,3.854,4.046,72.134
13906,06/06/23 04:30:01 AM,11.200,7.695,4.298,4.475,70.636
13907,06/06/23 05:00:01 AM,10.932,7.368,4.115,4.282,72.100
13908,06/06/23 05:30:01 AM,10.663,7.116,4.428,4.604,70.979
13909,06/06/23 06:00:01 AM,10.443,6.965,4.298,4.496,71.809
13910,06/06/23 06:30:01 AM,10.198,6.914,5.102,5.268,69.227
13911,06/06/23 07:00:01 AM,10.001,6.914,5.924,6.041,67.039
13912,06/06/23 07:30:01 AM,9.805,7.015,7.569,8.979,57.859
13913,06/06/23 08:00:01 AM,9.632,7.167,8.195,8.571,57.749
13914,06/06/23 08:30:01 AM,9.460,7.242,7.920,8.335,63.203
13915,06/06/23 09:00:01 AM,9.336,7.720,9.706,11.167,52.869
13916,06/06/23 09:30:01 AM,9.238,9.460,11.904,14.105,46.183
13917,06/06/23 10:00:01 AM,9.163,10.271,13.762,15.756,43.499
13918,06/06/23 10:30:01 AM,9.213,10.980,13.594,15.735,42.148
13919,06/06/23 11:00:01 AM,9.287,12.630,15.103,17.108,40.267
13920,06/06/23 11:30:01 AM,9.485,13.954,16.296,18.416,38.459
13921,06/06/23 12:00:01 PM,9.706,15.079,16.010,18.373,38.589
13922,06/06/23 12:30:01 PM,10.026,16.368,16.796,19.531,34.412
13923,06/06/23 01:00:01 PM,10.394,17.368,17.962,20.475,35.161
13924,06/06/23 01:30:01 PM,10.785,18.485,18.818,21.504,32.467
13925,06/06/23 02:00:01 PM,11.224,19.603,18.461,21.204,30.950
13926,06/06/23 02:30:01 PM,11.662,20.126,19.936,22.598,32.625
13927,06/06/23 03:00:01 PM,12.122,20.627,20.103,22.341,30.707
13928,06/06/23 03:30:01 PM,12.534,20.793,18.985,21.547,32.856
13929,06/06/23 04:00:01 PM,12.968,20.936,18.866,20.968,34.403
13930,06/06/23 04:30:01 PM,13.329,20.817,19.151,21.161,33.002
13931,06/06/23 05:00:01 PM,13.666,20.436,18.200,19.960,35.204
13932,06/06/23 05:30:01 PM,13.930,20.198,18.390,19.853,34.545
13933,06/06/23 06:00:01 PM,14.122,19.674,18.105,19.445,36.942
13934,06/06/23 06:30:01 PM,14.290,19.032,17.225,18.523,37.676
13935,06/06/23 07:00:01 PM,14.361,18.414,17.320,18.459,37.549
13936,06/06/23 07:30:01 PM,14.385,17.915,17.344,18.609,36.133
13937,06/06/23 08:00:01 PM,14.361,16.939,17.391,17.966,36.127
13938,06/06/23 08:30:01 PM,14.290,16.296,16.963,17.837,37.879
13939,06/06/23 09:00:01 PM,14.194,15.748,16.963,17.901,37.690
13940,06/06/23 09:30:01 PM,14.074,14.960,16.034,16.443,38.799
13941,06/06/23 10:00:01 PM,13.906,14.242,14.529,14.684,40.763
13942,06/06/23 10:30:01 PM,13.762,13.401,12.896,13.011,44.073
13943,06/06/23 11:00:01 PM,13.546,12.703,11.832,11.917,48.109
13944,06/06/23 11:30:01 PM,13.329,11.953,10.932,11.059,49.693
13945,06/07/23 12:00:01 AM,13.088,11.346,9.534,9.687,53.707
13946,06/07/23 12:30:01 AM,12.847,10.834,8.891,9.065,55.309
13947,06/07/23 01:00:01 AM,12.606,10.345,8.519,8.679,56.394
13948,06/07/23 01:30:01 AM,12.364,9.928,7.770,7.799,59.518
13949,06/07/23 02:00:01 AM,12.098,9.558,5.924,-888.880,-888.880
13950,06/07/23 02:30:01 AM,11.880,9.213,5.539,5.612,67.518
13951,06/07/23 03:00:01 AM,11.637,8.841,4.662,4.775,71.666
13952,06/07/23 03:30:01 AM,11.419,8.618,5.102,5.161,71.159
13953,06/07/23 04:00:01 AM,11.200,8.344,5.179,4.990,73.089
13954,06/07/23 04:30:01 AM,11.005,8.170,4.947,5.140,72.453
13955,06/07/23 05:00:01 AM,10.810,8.070,4.194,4.346,75.315
13956,06/07/23 05:30:01 AM,10.614,7.895,3.880,3.982,78.749
13957,06/07/23 06:00:01 AM,10.418,7.920,5.565,5.740,71.945
13958,06/07/23 06:30:01 AM,10.271,8.170,6.737,7.113,69.415
13959,06/07/23 07:00:01 AM,10.124,8.270,6.889,7.199,71.322
13960,06/07/23 07:30:01 AM,10.001,8.543,8.045,9.451,63.143
13961,06/07/23 08:00:01 AM,9.879,9.015,10.467,10.888,57.302
13962,06/07/23 08:30:01 AM,9.829,9.114,8.494,9.279,63.192
13963,06/07/23 09:00:01 AM,9.756,9.509,10.100,11.081,58.811
13964,06/07/23 09:30:01 AM,9.731,10.614,10.932,12.968,51.603
13965,06/07/23 10:00:01 AM,9.731,11.078,11.346,13.054,50.832
13966,06/07/23 10:30:01 AM,9.780,11.686,13.281,15.392,46.416
13967,06/07/23 11:00:01 AM,9.854,12.799,13.377,15.134,46.246
13968,06/07/23 11:30:01 AM,10.001,12.992,13.473,14.877,47.671
13969,06/07/23 12:00:01 PM,10.149,14.984,15.700,18.609,39.825
13970,06/07/23 12:30:01 PM,10.394,16.439,18.057,20.775,35.836
13971,06/07/23 01:00:01 PM,10.687,17.582,17.629,-888.880,-888.880
13972,06/07/23 01:30:01 PM,11.053,18.913,19.199,21.826,34.411
13973,06/07/23 02:00:01 PM,11.467,20.126,20.341,23.242,31.519
13974,06/07/23 02:30:01 PM,11.904,21.199,21.461,24.143,29.902
13975,06/07/23 03:00:01 PM,12.389,21.939,21.557,24.636,28.040
13976,06/07/23 03:30:01 PM,12.871,22.321,22.202,24.164,26.690
13977,06/07/23 04:00:01 PM,13.353,22.657,22.465,24.250,30.140
13978,06/07/23 04:30:01 PM,13.786,22.345,20.222,22.362,34.362
13979,06/07/23 05:00:01 PM,14.194,22.034,19.436,21.419,36.252
13980,06/07/23 05:30:01 PM,14.505,21.246,18.985,20.647,36.594
13981,06/07/23 06:00:01 PM,14.745,20.674,19.984,21.655,33.098
13982,06/07/23 06:30:01 PM,14.888,20.460,20.770,21.805,32.424
13983,06/07/23 07:00:01 PM,14.984,19.484,19.532,20.025,34.580
13984,06/07/23 07:30:01 PM,15.031,19.008,19.032,19.639,36.297
13985,06/07/23 08:00:01 PM,15.008,18.509,20.722,20.732,34.722
13986,06/07/23 08:30:01 PM,14.984,17.582,18.628,18.931,36.146
13987,06/07/23 09:00:01 PM,14.888,16.939,20.246,20.647,35.126
13988,06/07/23 09:30:01 PM,14.792,16.010,18.033,18.223,38.779
13989,06/07/23 10:00:01 PM,14.649,14.792,15.199,15.327,45.345
13990,06/07/23 10:30:01 PM,14.457,14.002,14.792,14.663,47.529
13991,06/07/23 11:00:01 PM,14.242,13.161,12.292,12.303,58.437
13992,06/07/23 11:30:01 PM,14.002,12.558,11.929,12.089,57.076
13993,06/08/23 12:00:01 AM,13.738,11.929,10.834,10.716,61.701
13994,06/08/23 12:30:01 AM,13.473,11.419,10.712,10.845,61.212
13995,06/08/23 01:00:01 AM,13.209,11.102,10.980,11.059,61.494
13996,06/08/23 01:30:01 AM,12.968,10.761,10.418,10.416,63.394
13997,06/08/23 02:00:01 AM,12.727,10.222,8.120,8.228,70.935
13998,06/08/23 02:30:01 AM,12.485,9.805,6.331,6.555,74.491
13999,06/08/23 03:00:01 AM,12.219,9.410,5.437,5.590,77.476
14000,06/08/23 03:30:01 AM,12.001,9.015,5.719,5.869,77.762
14001,06/08/23 04:00:01 AM,11.759,8.593,4.324,4.518,81.799
14002,06/08/23 04:30:01 AM,11.540,8.270,5.231,5.419,84.471
14003,06/08/23 05:00:01 AM,11.297,8.070,5.385,5.547,81.189
14004,06/08/23 05:30:01 AM,11.078,7.870,4.324,4.453,85.148
14005,06/08/23 06:00:01 AM,10.858,8.120,7.995,8.142,75.512
14006,06/08/23 06:30:01 AM,10.663,8.469,9.163,9.386,72.070
14007,06/08/23 07:00:01 AM,10.516,8.965,10.026,10.244,72.270
14008,06/08/23 07:30:01 AM,10.394,9.583,12.389,14.577,55.155
14009,06/08/23 08:00:01 AM,10.320,10.247,12.896,13.719,57.658
14010,06/08/23 08:30:01 AM,10.271,10.663,14.050,14.984,52.879
14011,06/08/23 09:00:01 AM,10.296,11.613,15.008,-888.880,-888.880
14012,06/08/23 09:30:01 AM,10.320,13.016,16.177,18.008,47.378
14013,06/08/23 10:00:01 AM,10.418,13.401,15.629,17.580,49.062
14014,06/08/23 10:30:01 AM,10.541,14.218,16.654,19.252,43.542
14015,06/08/23 11:00:01 AM,10.736,14.792,15.605,17.065,50.603
14016,06/08/23 11:30:01 AM,10.956,17.296,19.817,22.748,39.170
14017,06/08/23 12:00:01 PM,11.248,19.056,20.793,23.521,37.482
14018,06/08/23 12:30:01 PM,11.637,20.460,23.905,25.151,32.132
14019,06/08/23 01:00:01 PM,12.098,21.390,23.328,24.400,34.429
14020,06/08/23 01:30:01 PM,12.582,19.508,20.317,20.754,39.567
14021,06/08/23 02:00:01 PM,13.016,17.106,18.580,18.781,44.437
14022,06/08/23 02:30:01 PM,13.257,15.652,17.201,17.408,47.088
14023,06/08/23 03:00:01 PM,13.329,15.223,17.938,18.137,45.980
14024,06/08/23 03:30:01 PM,13.305,15.270,18.842,18.995,37.525
14025,06/08/23 04:00:01 PM,13.257,14.984,18.271,18.480,38.268
14026,06/08/23 04:30:01 PM,13.209,14.697,18.224,18.373,37.966
14027,06/08/23 05:00:01 PM,13.137,14.649,18.176,18.416,40.807
14028,06/08/23 05:30:01 PM,13.088,14.409,18.247,18.437,38.885
14029,06/08/23 06:00:01 PM,13.016,14.314,17.891,18.073,39.673
14030,06/08/23 06:30:01 PM,12.968,13.810,17.225,17.408,40.798
14031,06/08/23 07:00:01 PM,12.896,13.449,16.320,16.550,43.171
14032,06/08/23 07:30:01 PM,12.799,13.209,16.034,16.207,46.561
14033,06/08/23 08:00:01 PM,12.703,12.944,15.247,15.435,49.638
14034,06/08/23 08:30:01 PM,12.606,12.509,14.673,14.770,52.132
14035,06/08/23 09:00:01 PM,12.485,12.268,15.103,15.220,46.242
14036,06/08/23 09:30:01 PM,12.364,12.340,15.748,15.842,44.424
14037,06/08/23 10:00:01 PM,12.268,12.025,15.533,15.563,45.202
14038,06/08/23 10:30:01 PM,12.171,11.516,13.088,13.183,53.011
14039,06/08/23 11:00:01 PM,12.050,10.956,12.389,12.496,53.379
14040,06/08/23 11:30:01 PM,11.904,10.541,12.847,12.990,50.269
14041,06/09/23 12:00:01 AM,11.783,10.173,10.883,11.081,58.257
14042,06/09/23 12:30:01 AM,11.613,9.780,9.829,9.966,62.589
14043,06/09/23 01:00:01 AM,11.443,9.485,10.590,10.630,61.160
14044,06/09/23 01:30:01 AM,11.273,9.262,10.222,10.330,61.691
14045,06/09/23 02:00:01 AM,11.102,8.990,9.657,9.815,63.592
14046,06/09/23 02:30:01 AM,10.932,8.568,7.544,7.735,69.624
14047,06/09/23 03:00:01 AM,10.785,8.020,6.026,6.234,74.687
14048,06/09/23 03:30:01 AM,10.614,7.494,4.584,4.518,83.511
14049,06/09/23 04:00:01 AM,10.418,7.167,4.584,4.539,84.871
14050,06/09/23 04:30:01 AM,10.222,7.217,8.195,7.821,73.890
14051,06/09/23 05:00:01 AM,10.026,7.217,5.719,5.612,81.822
14052,06/09/23 05:30:01 AM,9.879,7.192,6.179,6.319,77.052
14053,06/09/23 06:00:01 AM,9.731,7.318,8.070,8.185,74.650
14054,06/09/23 06:30:01 AM,9.583,7.519,8.693,8.893,72.050
14055,06/09/23 07:00:01 AM,9.485,7.695,9.188,9.472,69.520
14056,06/09/23 07:30:01 AM,9.386,8.020,10.149,11.531,63.906
14057,06/09/23 08:00:01 AM,9.312,8.095,10.907,11.810,61.729
14058,06/09/23 08:30:01 AM,9.262,8.170,10.858,11.338,63.537
14059,06/09/23 09:00:01 AM,9.213,8.494,12.025,12.754,60.337
14060,06/09/23 09:30:01 AM,9.163,10.075,12.389,13.912,56.144
14061,06/09/23 10:00:01 AM,9.188,10.785,14.098,15.220,53.988
14062,06/09/23 10:30:01 AM,9.262,11.370,13.570,14.491,55.309
14063,06/09/23 11:00:01 AM,9.361,11.856,13.834,14.834,53.341
14064,06/09/23 11:30:01 AM,9.509,12.485,14.888,16.121,50.152
14065,06/09/23 12:00:01 PM,9.682,12.871,14.888,15.949,50.234
14066,06/09/23 12:30:01 PM,9.854,13.473,16.796,17.966,44.370
14067,06/09/23 01:00:01 PM,10.051,14.266,19.793,20.711,40.978
14068,06/09/23 01:30:01 PM,10.271,14.529,19.651,20.025,41.224
14069,06/09/23 02:00:01 PM,10.467,14.888,18.533,18.909,40.191
14070,06/09/23 02:30:01 PM,10.687,15.605,19.484,20.046,39.738
14071,06/09/23 03:00:01 PM,10.907,15.915,19.841,20.239,39.677
14072,06/09/23 03:30:01 PM,11.102,15.509,18.319,18.995,40.058
14073,06/09/23 04:00:01 PM,11.297,15.724,20.007,20.175,41.985
14074,06/09/23 04:30:01 PM,11.492,17.748,22.058,22.319,34.878
14075,06/09/23 05:00:01 PM,11.710,20.507,26.524,27.896,27.301
14076,06/09/23 05:30:01 PM,12.050,20.174,21.628,22.298,32.259
14077,06/09/23 06:00:01 PM,12.461,20.555,21.270,23.220,32.808
14078,06/09/23 06:30:01 PM,12.799,20.341,21.103,22.362,31.664
14079,06/09/23 07:00:01 PM,13.112,19.080,21.557,22.105,34.412
